team_1,team_2,innings,over,ball,over_worm,batter,bowler,runs,wicket,score,wickets_lost,runs_to_win,target
Australia,India,1,0,1,0.16666666666666666,D Warner,J Bumrah,0,,0,0,,
Australia,India,1,0,2,0.3333333333333333,D Warner,J Bumrah,0,,0,0,,
Australia,India,1,0,3,0.5,D Warner,J Bumrah,0,,0,0,,
Australia,India,1,0,4,0.6666666666666666,D Warner,J Bumrah,1,,1,0,,
Australia,India,1,0,5,0.8333333333333334,T Head,J Bumrah,0,,1,0,,
Australia,India,1,0,6,1.0,T Head,J Bumrah,0,,1,0,,
Australia,India,1,1,1,1.1666666666666667,D Warner,M Shami,1,,2,0,,
Australia,India,1,1,2,1.3333333333333333,T Head,M Shami,0,,2,0,,
Australia,India,1,1,3,1.5,T Head,M Shami,1,,3,0,,
Australia,India,1,1,4,1.6666666666666665,D Warner,M Shami,2,,5,0,,
Australia,India,1,1,5,1.8333333333333335,D Warner,M Shami,1,,6,0,,
Australia,India,1,1,6,2.0,T Head,M Shami,0,,6,0,,
Australia,India,1,2,1,2.1666666666666665,D Warner,J Bumrah,0,,6,0,,
Australia,India,1,2,2,2.3333333333333335,D Warner,J Bumrah,2,,8,0,,
Australia,India,1,2,3,2.5,D Warner,J Bumrah,4,,12,0,,
Australia,India,1,2,4,2.6666666666666665,D Warner,J Bumrah,1,,13,0,,
Australia,India,1,2,5,2.8333333333333335,T Head,J Bumrah,0,,13,0,,
Australia,India,1,2,6,3.0,T Head,J Bumrah,0,caught,13,1,,
Australia,India,1,3,1,3.1666666666666665,D Warner,M Shami,0,,13,1,,
Australia,India,1,3,2,3.3333333333333335,D Warner,M Shami,2,,15,1,,
Australia,India,1,3,3,3.5,D Warner,M Shami,4,,19,1,,
Australia,India,1,3,4,3.6666666666666665,D Warner,M Shami,0,,19,1,,
Australia,India,1,3,5,3.8333333333333335,D Warner,M Shami,0,,19,1,,
Australia,India,1,3,6,4.0,D Warner,M Shami,0,,19,1,,
Australia,India,1,4,1,4.166666666666667,M Marsh,J Bumrah,1,,20,1,,
Australia,India,1,4,2,4.333333333333333,D Warner,J Bumrah,3,,23,1,,
Australia,India,1,4,3,4.5,M Marsh,J Bumrah,0,,23,1,,
Australia,India,1,4,4,4.666666666666667,M Marsh,J Bumrah,0,,23,1,,
Australia,India,1,4,5,4.833333333333333,M Marsh,J Bumrah,0,,23,1,,
Australia,India,1,4,6,5.0,M Marsh,J Bumrah,0,,23,1,,
Australia,India,1,5,1,5.166666666666667,D Warner,M Shami,0,,23,1,,
Australia,India,1,5,2,5.333333333333333,D Warner,M Shami,0,,23,1,,
Australia,India,1,5,3,5.5,D Warner,M Shami,0,,23,1,,
Australia,India,1,5,4,5.666666666666667,D Warner,M Shami,0,,23,1,,
Australia,India,1,5,5,5.833333333333333,D Warner,M Shami,4,,27,1,,
Australia,India,1,5,6,6.0,D Warner,M Shami,0,,27,1,,
Australia,India,1,6,1,6.166666666666667,M Marsh,J Bumrah,0,,27,1,,
Australia,India,1,6,2,6.333333333333333,M Marsh,J Bumrah,0,,27,1,,
Australia,India,1,6,3,6.5,M Marsh,J Bumrah,4,,31,1,,
Australia,India,1,6,4,6.666666666666667,M Marsh,J Bumrah,0,,31,1,,
Australia,India,1,6,5,6.833333333333333,M Marsh,J Bumrah,0,,31,1,,
Australia,India,1,6,6,7.0,M Marsh,J Bumrah,0,,31,1,,
Australia,India,1,7,1,7.166666666666667,D Warner,M Shami,0,,31,1,,
Australia,India,1,7,2,7.333333333333333,D Warner,M Shami,2,,33,1,,
Australia,India,1,7,3,7.5,D Warner,M Shami,0,,33,1,,
Australia,India,1,7,4,7.666666666666667,D Warner,M Shami,0,,33,1,,
Australia,India,1,7,5,7.833333333333333,D Warner,M Shami,0,,33,1,,
Australia,India,1,7,6,8.0,D Warner,M Shami,0,,33,1,,
Australia,India,1,8,1,8.166666666666666,M Marsh,J Bumrah,4,,37,1,,
